date,province,district,market,latitude,longitude,commodity,price,usdprice,year,month
2/15/2004,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),33.62,0.3421,2004,2
4/15/2004,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),32.98,0.3376,2004,4
5/15/2004,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),34.1,0.3455,2004,5
6/15/2004,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),33.74,0.3341,2004,6
8/15/2004,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),34.78,0.3368,2004,8
9/15/2004,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),37.14,0.3599,2004,9
10/15/2004,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),37.36,0.3596,2004,10
11/15/2004,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),41.75,0.3983,2004,11
11/15/2004,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),113.75,1.0853,2004,11
11/15/2004,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),32,0.3053,2004,11
11/15/2004,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),42.75,0.4079,2004,11
11/15/2004,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),42.5,0.4055,2004,11
12/15/2004,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),30,0.2849,2004,12
12/15/2004,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),55,0.5223,2004,12
12/15/2004,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),56,0.5318,2004,12
1/15/2005,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),38.39,0.3761,2005,1
2/15/2005,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),36.25,0.3651,2005,2
3/15/2005,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),33.99,0.3426,2005,3
6/15/2005,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),31.32,0.3119,2005,6
7/15/2005,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),30.47,0.3032,2005,7
9/15/2005,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),30.68,0.303,2005,9
11/15/2005,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),32.39,0.3184,2005,11
2/15/2006,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),27,0.2644,2006,2
2/15/2006,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),30,0.2938,2006,2
2/15/2006,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),29,0.284,2006,2
2/15/2006,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),28,0.2742,2006,2
2/15/2006,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),33.08,0.3239,2006,2
3/15/2006,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),25,0.2434,2006,3
3/15/2006,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),26.8,0.2609,2006,3
3/15/2006,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),30,0.2921,2006,3
3/15/2006,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),28.5,0.2775,2006,3
3/15/2006,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),27.5,0.2677,2006,3
3/15/2006,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),31,0.3018,2006,3
4/15/2006,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),27.5,0.2675,2006,4
4/15/2006,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),36.66,0.3566,2006,4
4/15/2006,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),34,0.3307,2006,4
4/15/2006,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),28.5,0.2772,2006,4
4/15/2006,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),26,0.2529,2006,4
4/15/2006,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),26.5,0.2578,2006,4
4/15/2006,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),33,0.321,2006,4
4/15/2006,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),27,0.2626,2006,4
4/15/2006,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),30.46,0.2963,2006,4
5/15/2006,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),36.16,0.3518,2006,5
5/15/2006,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),29.6,0.2879,2006,5
5/15/2006,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),31.75,0.3089,2006,5
5/15/2006,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),30,0.2918,2006,5
5/15/2006,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),28,0.2724,2006,5
5/15/2006,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),29.5,0.287,2006,5
6/15/2006,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),34.66,0.3349,2006,6
6/15/2006,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),30.5,0.2947,2006,6
6/15/2006,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),31,0.2995,2006,6
6/15/2006,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),29,0.2802,2006,6
6/15/2006,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),30.5,0.2947,2006,6
6/15/2006,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),32,0.3091,2006,6
6/15/2006,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),30,0.2898,2006,6
6/15/2006,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),30.53,0.2949,2006,6
7/15/2006,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),22.5,0.2164,2006,7
7/15/2006,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),35,0.3366,2006,7
7/15/2006,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),31.5,0.3029,2006,7
7/15/2006,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),31.5,0.3029,2006,7
7/15/2006,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),30.5,0.2933,2006,7
7/15/2006,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),30.25,0.2909,2006,7
8/15/2006,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),32,0.3079,2006,8
8/15/2006,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),33.66,0.3238,2006,8
8/15/2006,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),30.75,0.2958,2006,8
8/15/2006,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),41,0.3945,2006,8
8/15/2006,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),32,0.3079,2006,8
8/15/2006,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),31.5,0.3031,2006,8
8/15/2006,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),37.5,0.3608,2006,8
8/15/2006,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),30.86,0.2969,2006,8
8/15/2006,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),29.54,0.2842,2006,8
9/15/2006,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),22.5,0.2198,2006,9
9/15/2006,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),35.25,0.3443,2006,9
9/15/2006,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),55,0.5372,2006,9
9/15/2006,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),32,0.3126,2006,9
9/15/2006,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),32.5,0.3174,2006,9
9/15/2006,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),35.5,0.3467,2006,9
9/15/2006,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),33,0.3223,2006,9
10/15/2006,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),36,0.3413,2006,10
10/15/2006,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),31,0.2939,2006,10
10/15/2006,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),32,0.3033,2006,10
10/15/2006,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),32,0.3033,2006,10
10/15/2006,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),33.5,0.3176,2006,10
10/15/2006,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),31.75,0.301,2006,10
10/15/2006,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),29.66,0.2812,2006,10
11/15/2006,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),28.25,0.2609,2006,11
11/15/2006,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),33.67,0.311,2006,11
11/15/2006,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),38.5,0.3556,2006,11
11/15/2006,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),35,0.3232,2006,11
11/15/2006,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),39.5,0.3648,2006,11
12/15/2006,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),34.32,0.3185,2006,12
1/15/2007,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),33.5,0.3092,2007,1
1/15/2007,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),32.8,0.3027,2007,1
1/15/2007,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),182.5,1.6844,2007,1
1/15/2007,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),30,0.2769,2007,1
1/15/2007,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),30.5,0.2815,2007,1
1/15/2007,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),42.5,0.3922,2007,1
1/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),34.5,0.3184,2007,1
2/15/2007,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),33.5,0.3083,2007,2
2/15/2007,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),43,0.3958,2007,2
2/15/2007,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),92.5,0.8514,2007,2
2/15/2007,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),29,0.2669,2007,2
2/15/2007,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),42.5,0.3912,2007,2
2/15/2007,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),30,0.2761,2007,2
2/15/2007,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),42.5,0.3912,2007,2
2/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),38.59,0.3552,2007,2
3/15/2007,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),40.15,0.3665,2007,3
3/15/2007,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),36,0.3286,2007,3
3/15/2007,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),28,0.2556,2007,3
3/15/2007,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),26.5,0.2419,2007,3
3/15/2007,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),41,0.3743,2007,3
3/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),36.86,0.3365,2007,3
4/15/2007,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),35,0.3188,2007,4
4/15/2007,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),40.6,0.3698,2007,4
4/15/2007,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),40.25,0.3666,2007,4
4/15/2007,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),28,0.255,2007,4
4/15/2007,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),26,0.2368,2007,4
4/15/2007,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),40,0.3643,2007,4
5/15/2007,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),35,0.3156,2007,5
5/15/2007,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),42.5,0.3832,2007,5
5/15/2007,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),76,0.6852,2007,5
5/15/2007,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),26,0.2344,2007,5
5/15/2007,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),42,0.3787,2007,5
5/15/2007,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),22,0.1984,2007,5
5/15/2007,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),42.5,0.3832,2007,5
5/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),36.34,0.3277,2007,5
5/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),34.19,0.3083,2007,5
6/15/2007,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),41,0.3699,2007,6
6/15/2007,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),41,0.3699,2007,6
6/15/2007,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),25,0.2255,2007,6
6/15/2007,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),43.5,0.3924,2007,6
6/15/2007,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),23,0.2075,2007,6
6/15/2007,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),43,0.3879,2007,6
6/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),35.76,0.3226,2007,6
7/15/2007,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),47,0.4212,2007,7
7/15/2007,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),43.5,0.3899,2007,7
7/15/2007,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),23.5,0.2106,2007,7
7/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),37.77,0.3385,2007,7
7/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),36.36,0.3259,2007,7
8/15/2007,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),38.5,0.3438,2007,8
8/15/2007,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),40,0.3572,2007,8
8/15/2007,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),115,1.0271,2007,8
8/15/2007,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),44,0.393,2007,8
8/15/2007,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),22,0.1965,2007,8
8/15/2007,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),45,0.4019,2007,8
8/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),38.7,0.3456,2007,8
9/15/2007,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),40,0.3532,2007,9
9/15/2007,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),38,0.3355,2007,9
9/15/2007,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),92.5,0.8167,2007,9
9/15/2007,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),30,0.2649,2007,9
9/15/2007,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),28.5,0.2516,2007,9
9/15/2007,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),49,0.4326,2007,9
9/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),39.88,0.3521,2007,9
9/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),37.63,0.3322,2007,9
10/15/2007,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),40.5,0.3571,2007,10
10/15/2007,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),38.5,0.3395,2007,10
10/15/2007,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),87.5,0.7716,2007,10
10/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),42.06,0.3709,2007,10
11/15/2007,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),48,0.4347,2007,11
11/15/2007,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),60,0.5434,2007,11
11/15/2007,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),46.5,0.4212,2007,11
11/15/2007,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),30,0.2717,2007,11
11/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),53.98,0.4889,2007,11
11/15/2007,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),47.5,0.4302,2007,11
1/15/2008,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),67.5,0.6238,2008,1
1/15/2008,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),68,0.6285,2008,1
1/15/2008,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),32,0.2957,2008,1
1/15/2008,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),62.5,0.5776,2008,1
1/15/2008,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),34,0.3142,2008,1
2/15/2008,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),64.5,0.5981,2008,2
2/15/2008,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),68,0.6305,2008,2
2/15/2008,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),67,0.6212,2008,2
2/15/2008,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),34,0.3153,2008,2
2/15/2008,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),60,0.5563,2008,2
2/15/2008,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),59,0.5471,2008,2
2/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),65,0.6027,2008,2
2/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),62.73,0.5816,2008,2
3/15/2008,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),63,0.5842,2008,3
3/15/2008,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),76,0.7048,2008,3
3/15/2008,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),61,0.5657,2008,3
3/15/2008,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),30,0.2782,2008,3
3/15/2008,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),60,0.5564,2008,3
3/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),67,0.6213,2008,3
3/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),62.73,0.5817,2008,3
4/15/2008,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),63.5,0.5891,2008,4
4/15/2008,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),34,0.3154,2008,4
4/15/2008,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),71.5,0.6633,2008,4
4/15/2008,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),70.5,0.654,2008,4
4/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),65.81,0.6105,2008,4
5/15/2008,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),67,0.6219,2008,5
5/15/2008,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),66.5,0.6173,2008,5
5/15/2008,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),35,0.3249,2008,5
5/15/2008,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),66.5,0.6173,2008,5
5/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),65,0.6034,2008,5
6/15/2008,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),68,0.6309,2008,6
6/15/2008,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),38,0.3526,2008,6
6/15/2008,Northern,Mullattivu,Mulaitivu,9.268,80.815,Rice (red nadu),39,0.3619,2008,6
6/15/2008,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),66.5,0.617,2008,6
6/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),66.05,0.6129,2008,6
7/15/2008,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),70,0.6503,2008,7
7/15/2008,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),70,0.6503,2008,7
7/15/2008,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),40,0.3716,2008,7
7/15/2008,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),65,0.6038,2008,7
7/15/2008,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),66.5,0.6177,2008,7
7/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),62.6,0.5815,2008,7
8/15/2008,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (red nadu),62.5,0.5803,2008,8
8/15/2008,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),58,0.5385,2008,8
8/15/2008,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),64.5,0.5989,2008,8
8/15/2008,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (red nadu),40,0.3714,2008,8
8/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),62.22,0.5777,2008,8
10/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),61.55,0.57,2008,10
11/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),61.69,0.5624,2008,11
12/15/2008,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),63.94,0.575,2008,12
1/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),74.33,0.6532,2009,1
1/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),127.92,1.1241,2009,1
1/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),72,0.6327,2009,1
1/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),64.62,0.5678,2009,1
2/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),73.58,0.6449,2009,2
2/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),85,0.745,2009,2
2/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),74,0.6486,2009,2
2/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),65,0.5697,2009,2
3/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),75,0.6538,2009,3
3/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),79.67,0.6945,2009,3
3/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),70.67,0.6161,2009,3
3/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),67.08,0.5848,2009,3
4/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),69.59,0.6017,2009,4
4/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),80,0.6917,2009,4
4/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),64.25,0.5556,2009,4
4/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),57.72,0.4991,2009,4
5/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),79.67,0.6769,2009,5
5/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),115.63,0.9824,2009,5
5/15/2009,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),79,0.6712,2009,5
5/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),75,0.6372,2009,5
5/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),68.34,0.5806,2009,5
5/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),60.06,0.5103,2009,5
6/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),68.75,0.5986,2009,6
6/15/2009,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),80,0.6966,2009,6
6/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),78.17,0.6806,2009,6
6/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),70.22,0.6114,2009,6
7/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),81.75,0.7173,2009,7
7/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),109.58,0.9615,2009,7
7/15/2009,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),79.5,0.6976,2009,7
7/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),78.75,0.691,2009,7
7/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),70.33,0.6171,2009,7
7/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),60.92,0.5345,2009,7
8/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),73.33,0.6385,2009,8
8/15/2009,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (red nadu),108.33,0.9432,2009,8
8/15/2009,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),80,0.6965,2009,8
8/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,Rice (red nadu),69.38,0.6041,2009,8
8/15/2009,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),61.11,0.5321,2009,8
9/15/2009,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (red nadu),75,0.6533,2009,9
9/15/2009,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (red nadu),82,0.7143,2009,9
9/15/2009,Northern,Mannar,Mannar,8.983333,79.9,Rice (red nadu),80,0.6969,2009,9
9/15/2009,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (red nadu),78.08,0.6801,2009,9
