date,province,district,market,latitude,longitude,commodity,price,usdprice,year,month
9/15/2018,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),82.07,0.4963,2018,9
10/15/2018,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),84.17,0.4948,2018,10
11/15/2018,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),86.63,0.491,2018,11
12/15/2018,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),88.16,0.4866,2018,12
1/15/2019,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),89.71,0.4926,2019,1
2/15/2019,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),87.29,0.489,2019,2
4/15/2019,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),81.89,0.4693,2019,4
5/15/2019,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),85.42,0.4851,2019,5
6/15/2019,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),86.4,0.4896,2019,6
7/15/2019,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),86.22,0.491,2019,7
9/15/2019,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),88.09,0.4858,2019,9
10/15/2019,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),92.44,0.5089,2019,10
11/15/2019,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),98.22,0.5454,2019,11
12/15/2019,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),105.55,0.5831,2019,12
1/15/2020,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),106.35,0.5864,2020,1
1/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red nadu),98,0.5404,2020,1
1/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red),113.14,0.6239,2020,1
1/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (white),107.95,0.5953,2020,1
2/15/2020,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),101.82,0.5604,2020,2
2/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red nadu),98,0.5393,2020,2
2/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red),98,0.5393,2020,2
2/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (white),98,0.5393,2020,2
3/15/2020,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),100.13,0.5409,2020,3
3/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (medium grain),98,0.5294,2020,3
3/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red nadu),98,0.5294,2020,3
3/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red),95,0.5132,2020,3
3/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (white),98,0.5294,2020,3
5/15/2020,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),100.67,0.536,2020,5
6/15/2020,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),97.8,0.5261,2020,6
6/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (medium grain),97.9,0.5266,2020,6
6/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red nadu),96,0.5164,2020,6
6/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red),93,0.5003,2020,6
6/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (white),93,0.5003,2020,6
7/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (medium grain),98,0.5274,2020,7
7/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red),93,0.5005,2020,7
7/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (white),93,0.5005,2020,7
8/15/2020,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),96.27,0.5178,2020,8
8/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (medium grain),98,0.5271,2020,8
8/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red),93,0.5002,2020,8
8/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (white),93,0.5002,2020,8
9/15/2020,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),96.75,0.525,2020,9
9/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (medium grain),98,0.5317,2020,9
9/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red),93,0.5046,2020,9
9/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (white),93,0.5046,2020,9
10/15/2020,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),98.42,0.5334,2020,10
10/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (medium grain),98,0.5312,2020,10
10/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red nadu),96.17,0.5212,2020,10
10/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (red),93,0.5041,2020,10
10/15/2020,Western,Colombo,Economic Centre-Pettah,6.934423,79.853116,Rice (white),93,0.5041,2020,10
11/15/2020,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),98.34,0.5327,2020,11
12/15/2020,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),101.5,0.5437,2020,12
1/15/2021,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),104.08,0.5407,2021,1
2/15/2021,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),102.61,0.5289,2021,2
4/15/2021,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),102.96,0.5148,2021,4
5/15/2021,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),111.12,0.5569,2021,5
6/15/2021,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),113.69,0.5771,2021,6
7/15/2021,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),112,0.5642,2021,7
8/15/2021,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),107,0.5225,2021,8
9/15/2021,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),103,0.5176,2021,9
10/15/2021,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),114,0.5672,2021,10
11/15/2021,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),132,0.6567,2021,11
12/15/2021,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),131.66,0.655,2021,12
1/15/2022,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),158.48,0.7892,2022,1
3/15/2022,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),169.24,0.6268,2022,3
4/15/2022,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),206.17,0.6581,2022,4
5/15/2022,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),216.26,0.6161,2022,5
6/15/2022,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),227.52,0.6409,2022,6
6/15/2023,Central,Kandy,Kandy,7.29460001,80.59069824,Rice (medium grain),217.75,0.721,2023,6
6/15/2023,Central,Kandy,Kandy,7.29460001,80.59069824,Rice (white),229.4,0.7596,2023,6
6/15/2023,Central,Matale,Matale,7.465357,80.624242,Rice (medium grain),213.1,0.7056,2023,6
6/15/2023,Central,Matale,Matale,7.465357,80.624242,Rice (white),229.2,0.7589,2023,6
6/15/2023,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,Rice (medium grain),215.71,0.7143,2023,6
6/15/2023,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,Rice (white),229.55,0.7601,2023,6
6/15/2023,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,Rice (medium grain),215,0.7119,2023,6
6/15/2023,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,Rice (white),222.07,0.7353,2023,6
6/15/2023,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (white),229.27,0.7592,2023,6
6/15/2023,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,Rice (medium grain),218.33,0.723,2023,6
6/15/2023,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,Rice (white),230,0.7616,2023,6
6/15/2023,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (medium grain),202.91,0.6719,2023,6
6/15/2023,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (white),232,0.7682,2023,6
6/15/2023,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,Rice (medium grain),215.5,0.7136,2023,6
6/15/2023,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,Rice (white),230,0.7616,2023,6
6/15/2023,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,Rice (medium grain),206.5,0.6838,2023,6
6/15/2023,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,Rice (white),225.5,0.7467,2023,6
6/15/2023,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,Rice (medium grain),220,0.7285,2023,6
6/15/2023,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,Rice (white),229.6,0.7603,2023,6
6/15/2023,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,Rice (white),230,0.7616,2023,6
6/15/2023,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,Rice (medium grain),213.33,0.7064,2023,6
6/15/2023,North Western,Puttalam,Puttalam,8.038129,79.838146,Rice (white),230,0.7616,2023,6
6/15/2023,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (medium grain),205.78,0.6814,2023,6
6/15/2023,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (white),224.56,0.7436,2023,6
6/15/2023,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,Rice (medium grain),191.33,0.6336,2023,6
6/15/2023,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,Rice (white),228,0.755,2023,6
6/15/2023,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (medium grain),202.53,0.6706,2023,6
6/15/2023,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,Rice (white),230.5,0.7632,2023,6
6/15/2023,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,Rice (medium grain),219.5,0.7268,2023,6
6/15/2023,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,Rice (white),227.5,0.7533,2023,6
6/15/2023,Southern,Galle,Galle,6.037199974,80.22450256,Rice (medium grain),220,0.7285,2023,6
6/15/2023,Southern,Galle,Galle,6.037199974,80.22450256,Rice (white),231.25,0.7657,2023,6
6/15/2023,Southern,Hambantota,Hambantota,6.141300201,81.08159637,Rice (white),230,0.7616,2023,6
6/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,Rice (medium grain),219.5,0.7268,2023,6
6/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,Rice (white),229.75,0.7608,2023,6
6/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,Rice (medium grain),214.6,0.7106,2023,6
6/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,Rice (white),223.8,0.7411,2023,6
6/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,Rice (medium grain),214.8,0.7113,2023,6
6/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,Rice (white),230,0.7616,2023,6
6/15/2023,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),230.16,0.7621,2023,6
6/15/2023,Western,Gampaha,Gampaha,7.081500053,79.97720337,Rice (white),230,0.7616,2023,6
6/15/2023,Western,Kalutara,Kalutara,6.58739996,79.959198,Rice (medium grain),219.3,0.7262,2023,6
6/15/2023,Western,Kalutara,Kalutara,6.58739996,79.959198,Rice (white),230.67,0.7638,2023,6
7/15/2023,Central,Kandy,Kandy,7.29460001,80.59069824,Rice (medium grain),215,0.6745,2023,7
7/15/2023,Central,Matale,Matale,7.465357,80.624242,Rice (medium grain),213.16,0.6687,2023,7
7/15/2023,Central,Matale,Matale,7.465357,80.624242,Rice (white),228.88,0.718,2023,7
7/15/2023,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,Rice (medium grain),214.24,0.6721,2023,7
7/15/2023,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,Rice (medium grain),212.24,0.6658,2023,7
7/15/2023,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,Rice (white),228.12,0.7156,2023,7
7/15/2023,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (white),228.83,0.7179,2023,7
7/15/2023,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,Rice (medium grain),217.67,0.6828,2023,7
7/15/2023,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,Rice (white),231,0.7247,2023,7
7/15/2023,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (medium grain),192.4,0.6036,2023,7
7/15/2023,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (white),229.2,0.719,2023,7
7/15/2023,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (white),225,0.7059,2023,7
7/15/2023,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,Rice (white),230,0.7215,2023,7
7/15/2023,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,Rice (medium grain),215.4,0.6757,2023,7
7/15/2023,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,Rice (medium grain),220,0.6902,2023,7
7/15/2023,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,Rice (medium grain),219.32,0.688,2023,7
7/15/2023,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,Rice (medium grain),216.73,0.6799,2023,7
7/15/2023,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,Rice (white),230,0.7215,2023,7
7/15/2023,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,Rice (medium grain),212.33,0.6661,2023,7
7/15/2023,North Western,Puttalam,Puttalam,8.038129,79.838146,Rice (white),230,0.7215,2023,7
7/15/2023,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (medium grain),186.67,0.5856,2023,7
7/15/2023,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (white),229,0.7184,2023,7
7/15/2023,Northern,Mannar,Mannar,8.983333,79.9,Rice (medium grain),196,0.6149,2023,7
7/15/2023,Northern,Mannar,Mannar,8.983333,79.9,Rice (white),226,0.709,2023,7
7/15/2023,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,Rice (medium grain),196.46,0.6163,2023,7
7/15/2023,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,Rice (white),228,0.7153,2023,7
7/15/2023,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (white),222.9,0.6993,2023,7
7/15/2023,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,Rice (medium grain),216.2,0.6782,2023,7
7/15/2023,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,Rice (medium grain),217.6,0.6826,2023,7
7/15/2023,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,Rice (medium grain),219,0.687,2023,7
7/15/2023,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,Rice (white),229.99,0.7215,2023,7
7/15/2023,Southern,Galle,Galle,6.037199974,80.22450256,Rice (medium grain),220,0.6902,2023,7
7/15/2023,Southern,Galle,Galle,6.037199974,80.22450256,Rice (white),230,0.7215,2023,7
7/15/2023,Southern,Hambantota,Hambantota,6.141300201,81.08159637,Rice (white),230,0.7215,2023,7
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,Rice (medium grain),217.35,0.6819,2023,7
7/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,Rice (white),230,0.7215,2023,7
7/15/2023,Uva,Badulla,Badulla,6.988800049,81.04149628,Rice (medium grain),199.38,0.6255,2023,7
7/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,Rice (medium grain),214.52,0.673,2023,7
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,Rice (medium grain),213.24,0.669,2023,7
7/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,Rice (white),229.6,0.7203,2023,7
7/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,Rice (white),230,0.7215,2023,7
7/15/2023,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),226.96,0.712,2023,7
7/15/2023,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,Rice (white),222.17,0.697,2023,7
7/15/2023,Western,Gampaha,Gampaha,7.081500053,79.97720337,Rice (white),230,0.7215,2023,7
7/15/2023,Western,Kalutara,Kalutara,6.58739996,79.959198,Rice (white),231.56,0.7264,2023,7
8/15/2023,Central,Kandy,Kandy,7.29460001,80.59069824,Rice (white),229.4,0.7169,2023,8
8/15/2023,Central,Matale,Matale,7.465357,80.624242,Rice (medium grain),212.2,0.6631,2023,8
8/15/2023,Central,Matale,Matale,7.465357,80.624242,Rice (white),229.2,0.7162,2023,8
8/15/2023,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,Rice (medium grain),214.4,0.67,2023,8
8/15/2023,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,Rice (white),229,0.7156,2023,8
8/15/2023,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,Rice (white),227.05,0.7095,2023,8
8/15/2023,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (white),230,0.7188,2023,8
8/15/2023,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,Rice (medium grain),219.17,0.6849,2023,8
8/15/2023,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,Rice (white),231.67,0.724,2023,8
8/15/2023,Eastern,Batticaloa,Batticaloa,7.716667,81.7,Rice (white),230.8,0.7213,2023,8
8/15/2023,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (white),232.25,0.7258,2023,8
8/15/2023,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,Rice (white),230,0.7188,2023,8
8/15/2023,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,Rice (medium grain),214.6,0.6706,2023,8
8/15/2023,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,Rice (medium grain),220,0.6875,2023,8
8/15/2023,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,Rice (medium grain),219,0.6844,2023,8
8/15/2023,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,Rice (white),229.4,0.7169,2023,8
8/15/2023,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,Rice (white),230,0.7188,2023,8
8/15/2023,North Western,Puttalam,Puttalam,8.038129,79.838146,Rice (medium grain),217.55,0.6798,2023,8
8/15/2023,North Western,Puttalam,Puttalam,8.038129,79.838146,Rice (white),230,0.7188,2023,8
8/15/2023,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (white),232.75,0.7273,2023,8
8/15/2023,Northern,Mannar,Mannar,8.983333,79.9,Rice (white),226,0.7063,2023,8
8/15/2023,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,Rice (medium grain),201,0.6281,2023,8
8/15/2023,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (medium grain),202.44,0.6326,2023,8
8/15/2023,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (white),227.45,0.7108,2023,8
8/15/2023,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,Rice (medium grain),215,0.6719,2023,8
8/15/2023,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,Rice (medium grain),215.81,0.6744,2023,8
8/15/2023,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,Rice (white),227.17,0.7099,2023,8
8/15/2023,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,Rice (medium grain),220.9,0.6903,2023,8
8/15/2023,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,Rice (white),233.15,0.7286,2023,8
8/15/2023,Southern,Galle,Galle,6.037199974,80.22450256,Rice (medium grain),220,0.6875,2023,8
8/15/2023,Southern,Galle,Galle,6.037199974,80.22450256,Rice (white),230,0.7188,2023,8
8/15/2023,Southern,Hambantota,Hambantota,6.141300201,81.08159637,Rice (white),230,0.7188,2023,8
8/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,Rice (medium grain),216.5,0.6766,2023,8
8/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,Rice (white),230,0.7188,2023,8
8/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,Rice (medium grain),210.5,0.6578,2023,8
8/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,Rice (white),227,0.7094,2023,8
8/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,Rice (medium grain),212.2,0.6631,2023,8
8/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,Rice (medium grain),218.05,0.6814,2023,8
8/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,Rice (white),229.25,0.7164,2023,8
8/15/2023,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),230.9,0.7216,2023,8
8/15/2023,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,Rice (white),226,0.7063,2023,8
8/15/2023,Western,Gampaha,Gampaha,7.081500053,79.97720337,Rice (white),230,0.7188,2023,8
8/15/2023,Western,Kalutara,Kalutara,6.58739996,79.959198,Rice (white),232.55,0.7267,2023,8
9/15/2023,Central,Kandy,Kandy,7.29460001,80.59069824,Rice (medium grain),219.8,0.681,2023,9
9/15/2023,Central,Kandy,Kandy,7.29460001,80.59069824,Rice (white),231.5,0.7173,2023,9
9/15/2023,Central,Matale,Matale,7.465357,80.624242,Rice (medium grain),217.1,0.6727,2023,9
9/15/2023,Central,Matale,Matale,7.465357,80.624242,Rice (white),229.9,0.7123,2023,9
9/15/2023,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,Rice (medium grain),217.3,0.6733,2023,9
9/15/2023,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,Rice (white),233.15,0.7224,2023,9
9/15/2023,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,Rice (medium grain),213.95,0.6629,2023,9
9/15/2023,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,Rice (white),231.5,0.7173,2023,9
9/15/2023,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (white),231.25,0.7165,2023,9
9/15/2023,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,Rice (medium grain),220,0.6816,2023,9
9/15/2023,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (medium grain),206.83,0.6408,2023,9
9/15/2023,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,Rice (white),237.75,0.7366,2023,9
9/15/2023,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,Rice (white),230,0.7126,2023,9
9/15/2023,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,Rice (medium grain),220,0.6816,2023,9
9/15/2023,North Central,Anuradhapura,Galenbindunuwewa,8.2919504,80.7161283,Rice (white),230,0.7126,2023,9
9/15/2023,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,Rice (medium grain),220,0.6816,2023,9
9/15/2023,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,Rice (medium grain),219,0.6785,2023,9
9/15/2023,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,Rice (white),229.4,0.7108,2023,9
9/15/2023,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,Rice (medium grain),218.75,0.6778,2023,9
9/15/2023,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,Rice (medium grain),220,0.6816,2023,9
9/15/2023,North Western,Kurunegala,Nikaweratiya,7.7495171,80.116164,Rice (white),232.5,0.7204,2023,9
9/15/2023,North Western,Puttalam,Puttalam,8.038129,79.838146,Rice (medium grain),217.6,0.6742,2023,9
9/15/2023,North Western,Puttalam,Puttalam,8.038129,79.838146,Rice (white),230,0.7126,2023,9
9/15/2023,Northern,Jaffna,Jaffna,9.6567,80.0137,Rice (white),230,0.7126,2023,9
9/15/2023,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,Rice (white),236.75,0.7335,2023,9
9/15/2023,Northern,Mannar,Mannar,8.983333,79.9,Rice (white),230,0.7126,2023,9
9/15/2023,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,Rice (medium grain),215,0.6662,2023,9
9/15/2023,Northern,Mullattivu,Mullativu,9.316965879,80.69684543,Rice (white),232.75,0.7211,2023,9
9/15/2023,Northern,Vavuniya,Vavuniya,8.75,80.5,Rice (white),231.4,0.717,2023,9
9/15/2023,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,Rice (medium grain),216.88,0.672,2023,9
9/15/2023,Sabaragamuwa,Ratnapura,Embilipitiya,6.3334206,80.8549543,Rice (white),233.31,0.7229,2023,9
9/15/2023,Southern,Galle,Galle,6.037199974,80.22450256,Rice (medium grain),220,0.6816,2023,9
9/15/2023,Southern,Galle,Galle,6.037199974,80.22450256,Rice (white),230,0.7126,2023,9
9/15/2023,Southern,Hambantota,Hambantota,6.141300201,81.08159637,Rice (white),230,0.7126,2023,9
9/15/2023,Southern,Matara,Matara,5.952000141,80.51570129,Rice (white),230,0.7126,2023,9
9/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,Rice (medium grain),213.33,0.661,2023,9
9/15/2023,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,Rice (white),230.45,0.714,2023,9
9/15/2023,Uva,Moneragala,Dammbagalla,6.979858,81.37467,Rice (medium grain),218,0.6754,2023,9
9/15/2023,Uva,Moneragala,Monaragala,6.87469,81.23173,Rice (white),230,0.7126,2023,9
9/15/2023,Western,Colombo,Colombo City,6.931944,79.847778,Rice (white),235.32,0.7291,2023,9
9/15/2023,Western,Gampaha,Gampaha,7.081500053,79.97720337,Rice (white),230,0.7126,2023,9
9/15/2023,Western,Kalutara,Kalutara,6.58739996,79.959198,Rice (medium grain),222.4,0.6891,2023,9
9/15/2023,Western,Kalutara,Kalutara,6.58739996,79.959198,Rice (white),232.6,0.7207,2023,9
10/15/2023,Central,Kandy,Kandy,7.29460001,80.59069824,Rice (medium grain),219.48,0.6735,2023,10
10/15/2023,Central,Kandy,Kandy,7.29460001,80.59069824,Rice (white),232.35,0.713,2023,10
10/15/2023,Central,Matale,Matale,7.465357,80.624242,Rice (medium grain),218.2,0.6696,2023,10
10/15/2023,Central,Matale,Matale,7.465357,80.624242,Rice (white),231.44,0.7102,2023,10
10/15/2023,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,Rice (medium grain),217.96,0.6689,2023,10
10/15/2023,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,Rice (medium grain),217.28,0.6668,2023,10
10/15/2023,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,Rice (white),232.44,0.7133,2023,10
10/15/2023,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (medium grain),220,0.6751,2023,10
10/15/2023,Eastern,Ampara,Ampara,7.283333,81.666667,Rice (white),232,0.7119,2023,10
10/15/2023,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,Rice (medium grain),219.67,0.6741,2023,10
10/15/2023,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,Rice (white),233.67,0.7171,2023,10
