date,province,district,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice,year,month
2023-01-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Papaya,KG,actual,Retail,LKR,336.21,0.9271,2023,1
2023-01-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,455.42,1.2558,2023,1
2023-01-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,402.5,1.1099,2023,1
2023-01-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,250.8,0.6916,2023,1
2023-01-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1361.29,3.7538,2023,1
2023-01-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,578.33,1.5948,2023,1
2023-01-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1915.24,5.2814,2023,1
2023-01-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,1915.24,5.2814,2023,1
2023-01-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1035.88,2.8565,2023,1
2023-01-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1953.64,5.3873,2023,1
2023-02-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,1198.18,3.3191,2023,2
2023-02-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,539.66,1.4949,2023,2
2023-02-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,894.75,2.4785,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,122.0,0.338,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,359.35,0.9954,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.29,0.1338,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1069.5,2.9626,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,pulses and nuts,Lentils,KG,actual,Retail,LKR,370.44,1.0261,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Bananas,KG,actual,Retail,LKR,168.33,0.4663,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Carrots,KG,actual,Retail,LKR,97.0,0.2687,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,118.95,0.3295,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,215.0,0.5956,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,106.0,0.2936,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,292.0,0.8089,2023,2
2023-02-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,487.0,1.349,2023,2
2023-02-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1715.0,4.7507,2023,2
2023-02-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,368.0,1.0194,2023,2
2023-02-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1092.0,3.0249,2023,2
2023-02-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,1295.0,3.5873,2023,2
2023-03-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,549.33,1.6398,2023,3
2023-03-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1125.06,3.3584,2023,3
2023-03-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,159.35,0.4757,2023,3
2023-03-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,339.2,1.0125,2023,3
2023-03-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,57.33,0.1711,2023,3
2023-03-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1404.84,4.1936,2023,3
2023-03-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Bananas,KG,actual,Retail,LKR,247.5,0.7388,2023,3
2023-03-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,119.0,0.3552,2023,3
2023-03-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,117.71,0.3514,2023,3
2023-03-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,385.17,1.1498,2023,3
2023-03-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Papaya,KG,actual,Retail,LKR,342.07,1.0211,2023,3
2023-03-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,619.57,1.8495,2023,3
2023-03-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2366.67,7.0647,2023,3
2023-03-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1194.64,3.5661,2023,3
2023-03-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,523.33,1.5622,2023,3
2023-03-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2837.65,8.4706,2023,3
2023-03-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1253.33,3.7413,2023,3
2023-03-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,886.67,2.6468,2023,3
2023-03-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1832.17,5.4692,2023,3
2023-04-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, fresh)",KG,actual,Retail,LKR,1391.11,4.2874,2023,4
2023-04-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,546.6,1.6846,2023,4
2023-04-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,984.81,3.0352,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,195.77,0.6034,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,360.0,1.1095,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1368.28,4.217,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,pulses and nuts,Beans,KG,actual,Retail,LKR,376.55,1.1605,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,pulses and nuts,Lentils,KG,actual,Retail,LKR,358.15,1.1038,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Bananas,KG,actual,Retail,LKR,278.75,0.8591,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,267.14,0.8233,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Carrots,KG,actual,Retail,LKR,254.81,0.7853,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,116.11,0.3578,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,264.83,0.8162,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,124.83,0.3847,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,428.21,1.3197,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Papaya,KG,actual,Retail,LKR,255.19,0.7865,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,446.0,1.3746,2023,4
2023-04-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,313.1,0.965,2023,4
2023-04-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2403.45,7.4074,2023,4
2023-04-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1204.62,3.7126,2023,4
2023-04-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,640.8,1.9749,2023,4
2023-04-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2463.64,7.5929,2023,4
2023-04-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1309.09,4.0346,2023,4
2023-04-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,977.37,3.0122,2023,4
2023-05-15,Western,Colombo,Colombo City,6.931944,79.847778,oil and fats,Oil (coconut),750 ML,actual,Retail,LKR,531.95,1.6995,2023,5
2023-05-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,723.8,2.3125,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,161.5,0.516,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,260.0,0.8307,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.0,0.1534,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,971.0,3.1022,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,pulses and nuts,Lentils,KG,actual,Retail,LKR,284.3,0.9083,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Bananas,KG,actual,Retail,LKR,83.57,0.267,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,96.43,0.3081,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,89.7,0.2866,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,244.0,0.7796,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Papaya,KG,actual,Retail,LKR,99.29,0.3172,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,578.75,1.849,2023,5
2023-05-15,Western,Gampaha,Economic Centre - Peliyagoda,6.96706,79.89036,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,67.0,0.2141,2023,5
2023-05-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1641.0,5.2428,2023,5
2023-05-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,875.83,2.7982,2023,5
2023-05-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,424.0,1.3546,2023,5
2023-05-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1424.0,4.5495,2023,5
2023-05-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,1903.0,6.0799,2023,5
2023-05-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1203.0,3.8435,2023,5
2023-05-15,Western,Gampaha,Fish market-Peliyagoda,6.968332,79.888413,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1633.0,5.2173,2023,5
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,215.0,0.7119,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,371.0,1.2285,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217.75,0.721,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,cereals and tubers,Rice (white),KG,actual,Retail,LKR,229.4,0.7596,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,54.8,0.1815,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1240.0,4.106,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1235.0,4.0894,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1850.0,6.1258,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2823.0,9.3477,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1253.0,4.149,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2671.5,8.846,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,pulses and nuts,Beans,KG,actual,Retail,LKR,541.5,1.793,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,907.0,3.0033,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,pulses and nuts,Lentils,KG,actual,Retail,LKR,317.5,1.0513,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,346.5,1.1474,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Carrots,KG,actual,Retail,LKR,503.0,1.6656,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,417.0,1.3808,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,130.0,0.4305,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,520.0,1.7219,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Papaya,KG,actual,Retail,LKR,187.0,0.6192,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,283.0,0.9371,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,159.0,0.5265,2023,6
2023-06-15,Central,Kandy,Kandy,7.29460001,80.59069824,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,373.0,1.2351,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,188.53,0.6243,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,365.0,1.2086,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,213.1,0.7056,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Rice (white),KG,actual,Retail,LKR,229.2,0.7589,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,52.75,0.1747,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2675.0,8.8576,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1300.0,4.3046,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,997.5,3.303,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2162.5,7.1606,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2703.12,8.9507,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1330.0,4.404,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1587.5,5.2566,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1145.0,3.7914,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,834.38,2.7628,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,pulses and nuts,Lentils,KG,actual,Retail,LKR,286.0,0.947,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,368.0,1.2185,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Carrots,KG,actual,Retail,LKR,469.0,1.553,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,340.0,1.1258,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,118.75,0.3932,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,427.0,1.4139,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Papaya,KG,actual,Retail,LKR,159.5,0.5281,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,171.0,0.5662,2023,6
2023-06-15,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,355.0,1.1755,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,199.11,0.6593,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,333.89,1.1056,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,215.71,0.7143,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,cereals and tubers,Rice (white),KG,actual,Retail,LKR,229.55,0.7601,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,48.59,0.1609,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2293.33,7.5938,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1082.67,3.585,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2200.0,7.2848,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2800.0,9.2715,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1395.0,4.6192,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1360.0,4.5033,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1499.5,4.9652,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1196.75,3.9627,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,pulses and nuts,Beans,KG,actual,Retail,LKR,438.5,1.452,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,833.75,2.7608,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Bananas,KG,actual,Retail,LKR,145.5,0.4818,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,75.35,0.2495,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,302.25,1.0008,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,127.1,0.4209,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,381.33,1.2627,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,470.0,1.5563,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Papaya,KG,actual,Retail,LKR,170.5,0.5646,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,442.5,1.4652,2023,6
2023-06-15,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,263.0,0.8709,2023,6
2023-06-15,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,221.33,0.7329,2023,6
2023-06-15,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,354.67,1.1744,2023,6
2023-06-15,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,215.0,0.7119,2023,6
2023-06-15,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Rice (white),KG,actual,Retail,LKR,222.07,0.7353,2023,6
