date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
11/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,38.19,0.1306
11/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2256.25,7.7179
11/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1168.75,3.9979
11/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,750,2.5655
11/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1525,5.2165
11/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2200,7.5255
11/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1100,3.7627
11/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1000,3.4207
11/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1900,6.4993
11/15/2024,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1015.62,3.4741
11/15/2024,Central,Matale,Matale,7.465357,80.624242,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,793.5,2.7143
11/15/2024,Central,Matale,Matale,7.465357,80.624242,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,861.25,2.9461
11/15/2024,Central,Matale,Matale,7.465357,80.624242,pulses and nuts,Lentils,KG,actual,Retail,LKR,295.15,1.0096
11/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,182,0.6226
11/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Carrots,KG,actual,Retail,LKR,187,0.6397
11/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,116.5,0.3985
11/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,281,0.9612
11/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,302.71,1.0355
11/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,448.75,1.535
11/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,446.67,1.5279
11/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,432.5,1.4794
11/15/2024,Central,Matale,Matale,7.465357,80.624242,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,352.88,1.2071
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,202.42,0.6924
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,466.67,1.5963
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,231.67,0.7925
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,36.86,0.1261
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1550,5.302
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1112.5,3.8055
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,627.67,2.147
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,690,2.3603
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2095,7.1663
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,942.53,3.2241
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,813.5,2.7827
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,pulses and nuts,Beans,KG,actual,Retail,LKR,338.25,1.157
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,744.38,2.5463
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,pulses and nuts,Lentils,KG,actual,Retail,LKR,286.52,0.9801
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,97,0.3318
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Carrots,KG,actual,Retail,LKR,120.12,0.4109
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,111,0.3797
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,202,0.691
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,382.33,1.3078
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,392.81,1.3437
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Papaya,KG,actual,Retail,LKR,131.25,0.449
11/15/2024,Central,Nuwara Eliya,Hanguranketha,7.175141169,80.77619336,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,327.12,1.119
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,238.12,0.8145
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,384.5,1.3152
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Rice (white),KG,actual,Retail,LKR,251.35,0.8598
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2466.88,8.4384
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1257.5,4.3015
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,900,3.0786
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1550,5.302
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2425,8.2951
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1350,4.6179
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1750,5.9862
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1143.12,3.9103
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,823.5,2.8169
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,pulses and nuts,Beans,KG,actual,Retail,LKR,483.25,1.653
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,pulses and nuts,Lentils,KG,actual,Retail,LKR,298.4,1.0207
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Bananas,KG,actual,Retail,LKR,195.62,0.6692
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,198,0.6773
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Carrots,KG,actual,Retail,LKR,216,0.7389
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,275.38,0.942
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,388.96,1.3305
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,416.67,1.4253
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Papaya,KG,actual,Retail,LKR,168.12,0.5751
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,350,1.1972
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,226,0.7731
11/15/2024,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,299.17,1.0234
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,212.71,0.7276
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,231.06,0.7904
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (white),KG,actual,Retail,LKR,239.33,0.8187
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,1950,6.6703
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,990,3.3865
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,792.08,2.7095
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,pulses and nuts,Beans,KG,actual,Retail,LKR,518.33,1.773
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,647.08,2.2135
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,726.67,2.4857
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,pulses and nuts,Lentils,KG,actual,Retail,LKR,286.25,0.9792
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Bananas,KG,actual,Retail,LKR,149.58,0.5117
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Carrots,KG,actual,Retail,LKR,206.67,0.7069
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,94.79,0.3243
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,296.67,1.0148
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,298.89,1.0224
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,430,1.4709
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Papaya,KG,actual,Retail,LKR,129.58,0.4433
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,209.17,0.7155
11/15/2024,Eastern,Ampara,Ampara,7.283333,81.666667,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,321.67,1.1003
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,213.33,0.7297
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,373.89,1.279
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,235,0.8039
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,35.5,0.1214
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2116.67,7.2404
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1204.17,4.1191
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1938.89,6.6323
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1114.17,3.8112
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,787.92,2.6952
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,pulses and nuts,Beans,KG,actual,Retail,LKR,537.92,1.84
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,658.33,2.2519
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,573.33,1.9612
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,pulses and nuts,Lentils,KG,actual,Retail,LKR,296.67,1.0148
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,92.92,0.3178
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,285,0.9749
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,424.44,1.4519
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,402.22,1.3759
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,Papaya,KG,actual,Retail,LKR,182.5,0.6243
11/15/2024,Eastern,Ampara,Dehiattakandiya,7.6625986,81.048946,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,390.83,1.3369
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,238.75,0.8167
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,238,0.8141
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,40.5,0.1385
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1124.5,3.8465
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,774.17,2.6482
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1646.5,5.6321
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1222.5,4.1818
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,1171,4.0056
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1250,4.2758
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,790.45,2.7039
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,pulses and nuts,Beans,KG,actual,Retail,LKR,599.75,2.0515
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,682,2.3329
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,791,2.7058
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,pulses and nuts,Lentils,KG,actual,Retail,LKR,302.85,1.036
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,323.75,1.1074
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Carrots,KG,actual,Retail,LKR,251,0.8586
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,95.9,0.328
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,359.75,1.2306
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,325,1.1117
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,409.5,1.4008
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,471.6,1.6132
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,190,0.6499
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,261.25,0.8937
11/15/2024,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,406.25,1.3896
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,214,0.732
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,cereals and tubers,Rice (white),KG,actual,Retail,LKR,244,0.8346
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,36.6,0.1252
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2040,6.9782
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1205,4.1219
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,805,2.7536
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1333.33,4.5609
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2342.5,8.0129
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,965,3.301
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,922,3.1539
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1955,6.6874
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1053.75,3.6045
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,882.5,3.0187
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,pulses and nuts,Beans,KG,actual,Retail,LKR,523,1.789
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,802,2.7434
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,865,2.9589
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,pulses and nuts,Lentils,KG,actual,Retail,LKR,304.25,1.0407
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Carrots,KG,actual,Retail,LKR,238,0.8141
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,112.75,0.3857
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,318,1.0878
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,313.5,1.0724
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,360,1.2314
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,395.5,1.3529
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Papaya,KG,actual,Retail,LKR,145,0.496
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,405,1.3854
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,224,0.7662
11/15/2024,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,337,1.1528
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,248.25,0.8492
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,356.67,1.22
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,232.67,0.7959
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,37,0.1266
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1168.75,3.9979
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,653.75,2.2363
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1006,3.4412
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,858.38,2.9362
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,pulses and nuts,Beans,KG,actual,Retail,LKR,521,1.7822
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,727.75,2.4894
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,815,2.7878
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,pulses and nuts,Lentils,KG,actual,Retail,LKR,310.1,1.0608
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Bananas,KG,actual,Retail,LKR,162.5,0.5559
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Carrots,KG,actual,Retail,LKR,214.5,0.7337
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,109.81,0.3756
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,292,0.9988
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,347,1.187
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,301.88,1.0326
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,"Onions (red, local)",KG,actual,Retail,LKR,451,1.5427
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Papaya,KG,actual,Retail,LKR,125.88,0.4306
11/15/2024,North Central,Anuradhapura,Thambuttegama,8.16472,80.3018,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,383.33,1.3113
11/15/2024,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,227.5,0.7782
11/15/2024,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,356.67,1.22
11/15/2024,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,237.5,0.8124
